,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
852868,1,,True,"10 15, 2016",A1SZEDOEHG98RF,B0015K903M,"{'Capacity:': ' 2TB', 'Style:': ' Portable'}",Paul A. Bosomworth,Works as advertised - quiet and reliable - very happy so far,Five Stars,1476489600,
440454,1,,True,"11 6, 2006",A2TVAG2XX0LWIO,B000EM10C6,,Fred Fletcher-Fierro,"Ya, I have to agree with the other person that has a review about the product.  If you are going to run or work out with your Inno/Helix this is a great armband!  Very comfortable and I like the fact that the area where you touch the button is uncovered, but the screen is.  Because the buttons are uncovered it make it a lot easier to change between MP3's and XM Radio among other features.  Truly a must buy for some body that wants to protect their investment.",A Very Good Buy!,1162771200,
4992148,1,,True,"05 3, 2018",ABZ4KD8LIS1JW,B00T3ESRTU,,Michelle,This is the Canon brand and works just like the one that came with my camera. I use an SL2. It is good to have an extra battery on hand.,This is the Canon brand and works just like the one that came with my camera,1525305600,
3659487,1,,True,"03 22, 2014",A176VH1NSTJEQC,B00EON4OH4,,AZ subscriber,"I really don't get a lot of the issues others tend to get. I would say the first few times starting it up, it would take a while, however, sometimes, in Windows there are certain processes and registry changes that need a few restarts to get everything right. I don't have those issues now. I would say the only thing I don't like is the fact for me to swap up the mSATAs to 1TB each, and to upgrade the HDD to a 1TB SSD, I need to take the laptop to a authorized place for them to work on it. I am a 25 year IT pro, and if I open the bottom up for any reason, I void the warranty. Even after all these issues, I still give this a 5 stars. How thin and lightweight it is is also part of the reason it got 5 stars. the Intelliboost, I discovered, by installing an Intel application that shows me what the processor is doing, is automatic. N I C E..., so, I would recommend the laptop.",I like this laptop very much,1395446400,
6466199,1,,True,"04 2, 2015",A3SR8MI47E5TDV,B00ECLMJW0,{'Color:': ' Yellow'},Brenda J.,LOVE,Five Stars,1427932800,
1168783,1,,True,"07 4, 2016",A11RC9145NMIAL,B001E71FTI,,Joe K,worked great,Five Stars,1467590400,
3964596,1,,True,"03 8, 2016",AXAQB15J6YTJC,B00HMCDTSE,{'Colorj:': ' 1000Pk 80g White'},Sunshine State,"As described, good product.",Recommend,1457395200,
4555736,1,,True,"02 25, 2016",A1N3OMZAF34JWX,B00MN657GG,,William Whitney,"No longer do I have to deal with the timer to take self portraits.  Works very well.  Should have been the first thing I bought when I first got my camera a few months ago.  I also picked up this:

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Steren-12-feet-2-5mm-Male-To-2-5mm-Female-Extension-Cable-Stereo/dp/B00291DM9O/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Steren 12 feet 2.5mm Male To 2.5mm Female Extension Cable - Stereo</a>

I figured I'd give myself a little more room to walk away from the camera.

A great combination.",Great value compared to brand name versions,1456358400,
1740475,1,,True,"09 9, 2013",A1JM3F23HTT5VB,B0042U8MHW,{'Color:': ' Black'},Maria,"I have tried everything from cheap to expensive headphones ($200) and returned them all because none of them lived up to their claims. I LOVE THESE. The sound is great, the noise cancellation is a bonus and the price is reasonable.
I'm very happy with them.",Finally. I found headphones I love!,1378684800,
5259177,1,,True,"08 5, 2015",ANTKIOGH6L71N,B00XTWME0A,,Happy in Cali,"case is very workable, stores in brief case well",Five Stars,1438732800,
4532514,1,,True,"04 27, 2016",A17V4QEM19RW7K,B00MCVOILM,{'Color:': ' Black'},Hahnzo,"They stick in place, look sleek, and now I have three of them...one for type of headphones I use.  No sharp edges like other brands have been reported to have.  LUXA2 is not a brand ex either LUXA2 IS THERMALTAKE, a very well known company that makes solid products.",LUXA 2 IS THERMALTAKE,1461715200,
2325412,1,,True,"05 26, 2015",A2R95MBOQQN7UA,B005Q65JHM,,RichmondShopper,Works great. Small and great clarity. Works fine at night.,Works great. Small and great clarity. Works fine at night.,1432598400,
5195622,1,,True,"09 13, 2015",A1U9BFX8B84QDV,B00WUDX250,,Debbie,Love Love Love these!  No messy cords to worry about.,Great headphones,1442102400,
5836737,1,,True,"12 21, 2016",A1VZW99K3MCD3S,B01BGTG41W,{'Size:': ' 128GB'},Mikeal Smith,i like the size,Five Stars,1482278400,
3615732,1,,True,"12 15, 2016",A374Y5V7WW7PDG,B00EB4ADQW,{'Style:': ' Twin Pack Only'},Abba&#039;s Amanda,my nieces love taking these pictures,mod polaroid film,1481760000,
189526,0,,True,"06 16, 2013",A3M36C0LL6ZBZJ,B0000BVYTV,,Amazon Customer,"An update.  I started using this in June.  It is August now and it no longer works.  The point where the USB cable plugs into my laptop is loose and so it does not connect and receive power.  I did not treat it roughly or even take it out of the house.

.","fragile, broken now",1371340800,
5812550,1,,True,"09 25, 2017",AX1P3TOWL3E5E,B01AUWULWO,{'Color:': ' GoPro Grip'},sickmfer,super item fits nikon w300 coolpix camera perfect les chanche to drop to camera,Five Stars,1506297600,
4197532,1,,True,"05 11, 2013",A1TT4CY55WLHAR,B00JEPIOOQ,{'Size:': ' USB 2.0'},Amazon Customer,"Better than okay and alright. In the beginning, the ports were hard to plug into. I didn't want to jamb the plugs in (risking ruining them), so waited til my husband could check it out. My husband had ""the touch,"" whereas I didn't. Same as me, he had trouble but finally got the ports plugged into. The port openings are ""tight.""","This USB Port Hub gets a ""B"" (A being best; F failing)",1368230400,
1464664,1,,True,"05 18, 2016",A2DAAUPMJ7Y3C7,B002HWRJBM,{'Format:': ' Personal Computers'},Brian Cook,no problems,Five Stars,1463529600,
1265311,1,,True,"06 22, 2012",AWURPVP16YSKA,B001NS0OZ4,{'Color:': ' Black'},JohnG,Bought two of these card readers and so far both work great. Using these with high speed CF and SD cards.  Fast ship also.,Works GREAT,1340323200,
2846699,0,,True,"10 12, 2015",A3TVHTR0JYG0J2,B0095IDTFQ,"{'Size:': ' 3"" inch'}",trevor england,Worthless. Keep your stock antenna. Doesn't fit the roof well and the reception is terrible,No. Dont buy this.,1444608000,
2419143,0,2,True,"01 12, 2015",ARCPGDE9KVJ9R,B006DAD8NW,"{'Size:': ' Kindle Fire HDX 7""', 'Color:': ' Purple'}",Tracey,"This case is made very cheap. It should not be described as a ""premium "" ..... I absolutely would not recommend this case. Actually, I returned it.",VERY cheap case,1421020800,
2969805,1,,True,"04 3, 2013",A3SOLQ16UV5KCU,B009V8MPFK,{'Color:': ' Blue'},Paul P,Better than the other one offered. I was disappointed that apple chose to do away with the clip on the new iPod.,Very functioning,1364947200,
1287936,1,,True,"12 27, 2013",AWNYBOENG7FJA,B001QK9I0Q,,wayne,"The reason cost, length and that little foot-stand.
The Head is great for smaller cameras but I use the other end as a extension pole for my Gopro 3.
The foot has a bracket that swings out if you slide a Gopro bracket in the opening and twist it will lock in. Bracket first then attach Gopro to it.
Mount the camera up side down setting and now you have a smooth,tilting 71inch video pole.
Use the remote and shazzam. The padded handle is comfortable, the locking sections are tight.
The pan and tilt on the other end works great also. NOTE I did add a little tape to the clip just in case.",Its not just a Mono,1388102400,
2550544,1,,True,"03 11, 2013",A3FO94MKFID2DK,B0076DKLA8,,Nancy Mitzen,All these bags fit my camera lens perfect. I am very happy with the product and the thickness of the bags!!,Perfect bags!,1362960000,
5422218,1,,True,"12 19, 2016",A10RFE02942D9N,B012A0ZEQW,"{'Size:': ' 10.5x7.6x0.6inches', 'Color:': ' SummerFlowerButterfly'}",son,Good. Thanks,Four Stars,1482105600,
4829140,1,,True,"11 30, 2016",AUXN71QIQD1IH,B00Q1UDHS0,{'Color:': ' Mini Black'},Ponne,easy to use,Five Stars,1480464000,
3144573,1,,True,"01 24, 2016",A38P387OPGN0LT,B00B7U6Q1E,{'Color:': ' rose'},Amazon Customer Harley,I got this with my IPad mini and it's so pretty and pink. It fits very well and protects my IPad. I would order it again.,Nice.,1453593600,
4570333,0,2,True,"11 16, 2014",AKMLTHX647BDH,B00MU00IOQ,{'Size:': ' CPU Only'},J L.,"Kaveri CPUs won't work with most motherboards default bios version until you update to the very latest bios version. Had this issue and computer wouldn't post. No signal to monitor

Sent it back and got a quad core APU",Computer Won't Post Unless U have Updated bios,1416096000,
4380910,1,,True,"05 24, 2016",ASNYNUNDRNRNX,B00L0YLRUW,,Jonathan,This did an awesome job making the wifi connection better in my bedroom. Without it my connection was very weak and it would take an hour and a half to download a gig. Now it is much faster!,Awesome product!,1464048000,
4846716,1,,True,"05 11, 2015",AQNB3HB79ZE3F,B00QGAJ5YU,,Project Mangler,"As much as you can love a device, lol. It works flawlessly on my Grandchildrens' Wii. Have it and the Xbox now wired via a gigabit switch placed at the TV area. Wifi was just to slow/flaky.",Does the trick_better than wifi,1431302400,
2093389,1,,True,"02 17, 2012",A2UJSXIADY5E6Z,B0056D5AMY,,RedScorch,"I bought this processor and then put it in my stock dell i580 motherboard. It registered in at 3.7 on windows performance index  and said  that it was an unknown processor with 4 cores and 800mhz..... The good news is that this processor isn't DOA, and it is entirely my fault for not looking into my motherboard. I will follow this review up once a buy a new motherboard. (rated it a 5 because their are no problems with the processor what so ever).",Need a different motherboard,1329436800,
5215242,0,,True,"02 2, 2018",ABVW40JPKWGOS,B00X4RAEZC,,racer17,did not work in my area.  nothing but static on every setting and channel and i live in the middle of a big metropolitan area.,Nothing But Static...,1517529600,
3262177,1,3,True,"03 5, 2015",AOZ6FDBL9EX4J,B00BW6LXHA,"{'Color:': ' Black', 'Configuration:': ' Base', 'Style:': ' Body Only'}",PhotoBug,"Needed something to back up my EOS 6D that would provide great image quality and performance in a smaller package. This camera fits the bill. Pleasantly surprised at how intuitive the touchscreen is for adjusting settings and reviewing images. Especially appreciate the auto switch between optical viewfinder and LCD--it is virtually instant when the camera is raised to my eye. Autofocus is swift, and with settings tweaked the camera delivers crisp, detailed images with very good dynamic range and natural colors. Images are quite usable through ISO 6400.

Coupled with 18-135mm STM, the SL1 is a great walk-around camera with good video ability. Coupled with EF 40mm 2.8 STM, I have a package not much larger than the EOS M (and most other mirrorless cameras) but with nimble SLR performance and truly excellent image quality. This little gem very ably handles my ""B-string"" tasks with far less bulk and weight than my full-frame camera.

It's a great little camera!",Couldn't Be More Pleased,1425513600,
2911462,1,3,True,"07 12, 2012",A3CYW8L2K3YUK8,B009EUWNH0,,shebwp,I debated over which kind of case to choose for my new Kindle Fire and ultimately picked the Otter Box. I'm happy with the choice for multiple reasons. I wanted to carry it in my purse and didn't want a bulky cover to have to flip open defeating the convenience of grabbing a tablet for use. I feel it completely secures my tablet for my purse and for my kids that inevitably get there hands on it to watch Netflix and play games when we're on the go.,Happy with choice to purchase Otter Box case,1342051200,
6207598,1,,True,"08 20, 2013",A3UK9VAWCA3RAE,B001AA72H8,,Cramer,"Works great, The night vision flickers but that don't bother me. I really like the corded cameras. They work better then the wireless ones.",Works Great,1376956800,
3938284,1,,True,"04 7, 2014",AFY8360INSHO0,B00HAHFQL4,,Harry Lynn,"After trying a different keyboard case that used plastic clips and elastic bands to hold the tablet at the corners and having one clip break within a few weeks, I found the IVSO case superior in a few key ways:
1) The leather-like case holds the tablet more securely
2) There is an opening for the camera
3) There is ample room and a secure band that holds the Dell active stylus between the keyboard and tablet
Just a couple of minor issues prevent the case from being outstanding:
1) The bluetooth keyboard takes a few keystrokes before it wakes up and produces output after the tablet goes to sleep.  The other keyboard in case that I tried had the same issue and looks identical to this one.  A separate HP keyboard did not have this issue.
2) The opening around the micro usb port is a bit too close making it a little difficult to plug in the standard Dell charger plug.
The case provides great protection and is soft and grippy enough while having a great quality feel in hand.  The stand stays in place well due to the fold out latch.  All things considered this is a great value.",Great Case with Only Minor Issues,1396828800,
5732329,0,3,True,"03 10, 2016",A36J5KD3M25W2T,B018TFYYJ0,,Berry Armstrong,"I looked at all the positive reviews, thinking these would be just as good as the EarPods for a smaller price. That's literally what many people have said, some claiming them to be better. I have now learned not to trust these idiots. These are very tinny sounding, have no bass, and have no stereo separation, these could be mono! The sound is simply terrible.
The wires are very thin, and could probably break easily. I don't know why this product has good reviews, it's absolute trash. You get what you pay for!",You get what you pay for!!,1457568000,
5808771,1,,True,"09 16, 2016",A276UCUE3U42XZ,B01AT23UGE,{'Color:': ' black'},KZ,"I bought two of these - one for my desk and one to have near the couch.  Really nice idea and exactly what I needed.  I can plug in a heating pad or my diffuser, and  have an ipad or phone recharging where I can use it, too.  I especially like it that there are three usb outlets.  I don't have anything that uses the Type C plug in, but for those who do, it is also handy.",Handy power strip!,1473984000,
1692957,1,,True,"04 29, 2015",A1ZMC7CMB6Q79C,B003WM2N94,{'Style:': ' RDCR-11004'},Jim Harris,It came in quickly.  I installed it with the HooToo HT-PC002 USB 3.0 PCI-3 card.  It works great.,Great Internal Card Reader,1430265600,
1284944,1,,True,"08 16, 2017",A2ODI5RZY3OMM8,B001Q9EFUK,{'Package Quantity:': ' 1'},daffer144,Works perfectly- controls an outside pond pump from inside. Appears well made and batteries are included for the remote.,Excellent product!,1502841600,
4300301,1,3,True,"10 19, 2014",A215X2OGVPHEOK,B00KDM75XK,,William B Wielen,"This adapter ""IS"" Bootable, with Bios Support. The Samsung PX941 is another story. This adapter and the Samsung M2 Drive deliver 1170MB/s Read, (as storage). ASUS Sabertooth FX990 R2 (AMD). It will not show up as Boot device in Bios, Legacy or UEFI. Rumor has it ASUS is going to update firmware to support M2 booting with UEFI. If any one has tried the Plextor 6Me  in this adapter please let everyone know if it will Boot.","Supports Booting, Delivers 1170MB/s Read, Samsung PX941 does not boot ""Yet""",1413676800,
2034525,1,,True,"04 10, 2014",A1JD7FI87LZ53Y,B004ZGN6MY,"{'Size:': ' APLT4 61""'}",Hao Lu,"just-right size, light weight, not-too-bad stability... this just what I need as my first tripod. Good for hard ground use.",beyond my expectation!,1397088000,
5621339,1,,True,"01 11, 2016",A1H1HD7BYCRFVZ,B016A3BKI6,{'Color:': ' Brown'},ringo,"Great quality, beautiful  & best of all,  a special pocket for the power supply and cord!",Absolutely fabulous!,1452470400,
4156572,1,,True,"12 29, 2014",A22TWZT1C3SXUR,B00J0ETHCY,,Ralph Esposito,Really a good buy for a used or refurbished computer...and it is fast and everything I wanted.,Five Stars,1419811200,
2674743,1,,True,"02 8, 2014",A1836KX8HXAPDG,B007TSDQUM,,Eli,"Stylus works great,  quality feels awesome and is totally responsive on my moms tab 3. Great price and i definitely recommend this product! Buy in confidence.","love it, in expensive, looks expensive",1391817600,
1276250,1,,True,"12 21, 2013",A3FDAOIGZCD27,B001P86SMK,{'Edition:': ' Class D'},Ismail E.,"Have this pushing an RF 10"" sub. Excellent amp. For the price nothing else compares. Very small and sturdy product, everything I expect from a company like rockford fosgate.",Great amp,1387584000,
2883469,1,,True,"05 21, 2015",A1RK5HLK1JGUK8,B009A6CZYE,,bszen27,So far these headphones have been a great buy. Good sound and fit great!,Excellent buy,1432166400,
1944149,1,,True,"02 18, 2015",A3FB07ESS8NWAY,B004RLOPE0,,College Prof,"If you are like me and have LOTS of DVD's to organize (could be CD's) this is the best solution I have found.  IT WORKS, just like it looks like, it works and its great.  I have tried books, small plastic things, etc.  This is what I have been looking for!  It takes up as little space as possible I think you can find for holding 80-100 DVD's and it makes it so easy to find what you want, and put back when you are done.  You go online for free to print up your menu and it keeps your menu so you can alter it later.  You pull out the menu list (below) look for what you want, move the dial to it and open it.

IF YOU HAVE LOTS OF DVD'S OR CD'S TO ORGANIZE, YOU MUST GET THIS.  Its only around $20 bucks, and you will not be disappointed if you get what I have.  I have purchased 3 thus far and will be getting more.  I just use my amazon points and get a couple every few months.",A MUST IF YOU HAVE LOTS OF DVD'S OR CD'S!!!!!!,1424217600,
1316143,1,,True,"07 7, 2014",A1MSU2H6DIL6WI,B001TH7GUA,"{'Capacity:': ' 6 Feet', 'Package Type:': ' Standard Packaging'}",KJ,It's been working perfectly for years from my computer to printer.,Used on printer,1404691200,
392597,1,,True,"01 6, 2015",A2F8REWIZ7CYCP,B000B8WG2G,{'Package Type:': ' Standard Packaging'},Larry,Works great!,Five Stars,1420502400,
1263938,1,,True,"01 18, 2016",A3854J4W2KAM3Q,B001NOG2T0,"{'Package Type:': ' Standard Packaging', 'Style:': ' triple kit'}",jimmyrusels,This is a good lighting set up if your just starting out. For 60$ its not going to be amazing quality but it gets the job done and allows you to get the feel for continuous lighting. They only thing that bugs me about this product is that the light holders are rated at 85w but they only give you 45w bulbs.,Good for starting out,1453075200,
4033721,1,,True,"07 12, 2015",A2EWO16ILHAQDQ,B00I122C1Y,{'Size:': ' Batteries + Charger + US Plug'},Edge14,Batteries are fine. Charger is finicky.,Charger is finicky.,1436659200,
666365,1,,True,"03 17, 2015",A3R2VWYW6L2QEE,B000TQ4D8K,,Helen,"(posted 1 star review)  I bought it last June.  It was fine until a few months ago when it started getting a feedback hum.  Now it doesn't work at all.

Update - I just got off the phone with Yamaha customer service.  It turns out that the problem was with a broken RCA cable and not the subwoofer.  A piece of it broke off in the connection.  Even so, they are sending me a replacement speaker.  Very pleased, as I can soon go back to enjoying the great sound it produces.",Love it and Yamaha customer service,1426550400,
2771392,1,,True,"12 28, 2014",A3TRXGN6JWA1B1,B008MDOTUE,{'Size:': ' 8-Inch'},Western Mass Guy,"Gave to Grandma as a present and she loves showing it off to her friends. Its super easy to get going, just set-it and forget-it with the auto timer.",Nice Frame,1419724800,
5449437,1,,True,"04 18, 2016",A1SEARX3YJ3GDM,B0132YHU0I,{'Color:': ' Q_Black'},W. Carolan,"Extremely happy with these buds. They beat my more expensive 'Shure's', and three others that I returned. The volume on these is outstanding and the overall sounds very good. You can't beat the price / value combination.  I use them hard at the gym and have had no issues at all. They pair in a snap and have all the necessary capabilities I like.... phone call receiving, media control and voice confirmation of all modes... Highly recommend.",Highly recommend to my friends.,1460937600,
6705241,1,2,True,"10 12, 2017",A2RSQSKJK89IK4,B01BNZKPU0,,Arthur C. Mosley,"I have bought a couple of the $20 versions from different manufacturers. They are good. However, I still prefer the Evoluent brand. I had two, broke one, bought another one and to me, it was worth the around $100 for the Evoluent mouse.

I have been in computer tech since 1985 and after 32 years have been able to prevent myself from carpal tunnel in my hands and arms even though I can spend 12 hours at a time on the computer.",Still the best ergonomically designed mouse.,1507766400,
456223,0,,True,"11 15, 2017",A3T0CQMWAOIPK3,B000F0ELOG,{'Style:': ' 5-Disc Jewel Case Box'},Yasmin Dudley,"It came with five disks. I tried the first two they were a dud. Luckily the third one worked. I would try another brand, if I needed to use all of them to copy the program I would have been stuck. Disappointed they are not a reliable in a pinch.",Just not reliable have on them were not useable!!,1510704000,
3344562,1,,True,"04 3, 2016",AA26D1BPVF3ZF,B00CGA5JQM,,Donnie R. Slack,My original started shutting down under heavy graphics. This replacement did the trick.,What can I say it is a power supply.,1459641600,
1540856,1,,True,"03 1, 2016",A26LUHJT4MGWPO,B0030BZDUI,{'Color:': ' Black PVC'},naim young,You have to see it to believe it if you've never bought a projector this is well worth it if you do not have a lot of money you need absolutely darkness for this thing to work 100% and make sure you have a surround sound system with multiple ins and outs for HDMI and if you're trying to hook an Xbox 1  up to it sound quality is terrible if you do not have a surround sound if your surround sound only has one HDMI most likely it's an in make sure it has an out to if more questions message me back,... an Xbox 1 up to it sound quality is terrible if you do not have a surround sound if ...,1456790400,
3015542,1,,True,"07 2, 2016",AEO9GZLH8QKGY,B00AAKF8JS,{'Capacity:': ' 120 GB'},Camille522,Worked as expected I would buy again.,Five Stars,1467417600,
2867784,1,,True,"02 24, 2016",A6HDACHJRAD50,B0097JLQVC,"{'Length:': ' 5 Pairs', 'Style:': ' Closed Screw Type'}",Art Vuilleumier,great quality and price,Five Stars,1456272000,
5310960,1,,True,"03 19, 2017",A37P0YHT5LPJUG,B00Z6XGX98,{'Color:': ' Black'},Charliey,It defiantly improves the sound quality when I use wire only headphones.,Five Stars,1489881600,
476027,1,,True,"01 12, 2018",A2ADL37XEOMNVN,B000FNFSPY,{'Capacity:': ' 5 Port Gigabit'},Claude Landes,"Using it to connect three devices (a PC, a steam link, and a PS4) to another switch in a different room, which connects to my main router. Zero issues so far.",Simple gigabit switch,1515715200,
5952466,1,,True,"01 18, 2017",A2Q1MMN24WDEWB,B01DPRYRYY,,Maciej Czyzowicz,Great sound!,Five Stars,1484697600,
6200741,1,,True,"08 19, 2015",A95OACVPZLSM6,B0015L7EZW,,Matthew Mabey,The processor works great.  I actually had to shuffle processor between motherboards because I mistakenly ordered a processor with the wrong FSB for the computer I wanted to upgrade.  That was entirely my fault.,A fine Intel processor at a fine price.,1439942400,
1458988,1,,True,"04 13, 2017",A2MG4QLCBBEW8N,B002HAJQGA,"{'Capacity:': ' 8-Port Gigabit', 'Model:': ' Desktop Unmanaged'}",kenbb99,"Does exactly what you want of it, totally plug and forget.  Quality seems good.  One quirk to be aware of is that the power connector is on the opposite side of the unit from the ethernet ports.  This could be an issue depending on how you want to mount this unit.",Quality seems good. One quirk to be aware of is that ...,1492041600,
4349652,1,,True,"01 30, 2017",A18F6RHP0K28PF,B00KSBB7OE,{'Size:': ' 28-Inch'},captez ,"if your mounting it on a wall, the bracket to the tv will need 4= m4 screws about 1 1/8 in long, get some washers to. captez ps i'll review the yv later","if your mounting it on a wall, the bracket ...",1485734400,
6102399,1,,True,"02 13, 2015",AGLIJIE4ALNZ,B00004U4MX,{'Color:': ' Blue & Black'},Romer Surez,"Great product !!!
Just what we offer , in perfect condition .",Great product !!!,1423785600,
54396,1,,True,"10 14, 2015",A2LHFX4M17LGRZ,B000051ZOA,{'Color:': ' Black'},keystarm,"worked great, great price",Five Stars,1444780800,
2809732,1,,True,"06 11, 2016",AM8YQ8O6P29AO,B00906GBBC,"{'Size:': ' 27-Inch', 'Style:': ' WQHD, 178'}",Steamboat,Crisp. Beautiful screen. Superb build quality. Way better than 1080.,Beautiful screen. Superb build quality,1465603200,
4863631,1,3,True,"09 10, 2016",A3IJYGX509KQAW,B00QRPPCMI,{'Color:': ' Black Wireless 1 pc'},ThatGuy,"Works as advertised.  I've been using it for about a week with zero issues.  The mouse will go into hibernation automatically but comes back to life with a single click.  If I had one criticism it would be that the mouse could have been bit larger and that the dongle is hidden in the box pretty good.
The rechargeable batteries I'm using have held up well so far.  Keyboard uses 2 - AAA and mouse uses 1 - AA","Works well, mouse is on the small side, dongle is hidden in box",1473465600,"['https://images-na.ssl-images-amazon.com/images/I/61yJMpGe7DL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/617MXhg5uXL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61JERI5DdyL._SY88.jpg']"
3926544,1,,True,"08 9, 2014",A11D1O6A9S6J7R,B00H4WNSRY,{'Color:': ' White'},Your Friendly Online Neighbor,"Pros:
Reasonably good sound!
Unobtrusive
Attractive style
Tiny footprint
Connects easily
Stays connected even if I change rooms
Inexpensive!

Cons:
Super-bright flickering/blinking red/blue light.  (I put black electrical tape over it, it was that annoying.)
Other noises play as well, like from games you're playing on your phone while you're listening to music. Have to adjust those settings.
No volume control on the unit itself.
Plays a really loud sound when the unit connects to an object over bluetooth.

Despite the cons, I would still buy again for the price ($15 at the time I bought).",Yays and nays,1407542400,
5212042,0,,True,"02 7, 2016",A32RLZ2KO23JW9,B00X1I97WK,,Shop2Smart,"The price is about the only attractive feature of this camera. The installation directions are horrible, almost confusing. The microphone quality is that of a 1975 walkie-talkie and the picture quality is pathetic, especially if there it's not in an extremely bright area.
I usually 4-star any of the TP-Link products that I purchase, but unfortunately, this will not be one of those four star reviews and unfortunately it took me awhile to be able to get it hooked up, so I am past my return point, guess I will try and find some use for it or ""classified ad"" it. Oh well, live and learn.",Avoid purchasing.,1454803200,
3432038,1,,True,"02 28, 2013",AIVQB69LGC33F,B00D45JWXY,,Daemion,"Its not the top of the line best quality, but its well worth the price! Not much difference when using half the LEDs vs all of them, but works very well being used as a flash for portraits and closeups!",Pretty useful,1362009600,
3696835,1,,True,"12 31, 2014",A13KO49EXR40PB,B00EZ9XKCM,,Matthew,"Solid, well built product. Speakers are sturdy, as well as stable. Good price for a pair of speakers that won't quit on you.","Speakers are sturdy, as well as stable",1419984000,
6571265,1,,True,"06 30, 2016",A1QTS4DPX1OPQ8,B00NH4NY1S,,Jerry L. Knox,Good system,Five Stars,1467244800,
1691271,1,,True,"10 12, 2016",A7OXZAAS2LOJ6,B003WGJYCY,,TeamTek,As expected!,Five Stars,1476230400,
6108230,1,3,True,"03 7, 2003",AJR4ZCSZA6PFJ,B0000683E1,,Shannon W. Miles,Didn't have to do a think except seat it in place and turn it on.  XP Pro SP1 recognized it on reboot and had everything installed without me lifting a finger.  I'm using it right now with a scanner and printer hooked up and it works great.,A snap with XP Pro SP1,1046995200,
3622362,0,,True,"03 4, 2015",AVZW8A19EECNH,B00EDI0WW6,{'Color:': ' White'},Amazon Prime User,It did not work correctly on my older windows XP computer. I had to return it. No problem with refund.,It did not work correctly on my older windows XP ...,1425427200,
4992865,1,,True,"08 21, 2016",A1XG44LSJ5LQOY,B00T3VMSPW,{'Style:': ' 1800 Watts'},AM,"This amp is great so far, just as any other hifonics amp I have owned. Running it at 1 ohm pushing a sundown audio shallow 10"" sub, no complaints, aside from the terminals do not fit 1/0 wire without a significant amount of work.",This amp is great so far,1471737600,
3871103,1,,True,"12 14, 2014",A3IEH0F4EN0NM0,B00GJYN6T8,,rich,Works great and stays in place (slides onto the tablet).,Five Stars,1418515200,
3272526,1,,True,"07 29, 2013",ARLBS41N2QMQB,B00BWF5U0M,{'Size:': ' 4-Port USB 2.0'},M. Culver,"Originally I thought that this was a gimmick hub; however it turned out to be very useful. I purchased this to use in my car in order to power a Bluetooth receiver for streamed Internet audio. However I also wanted a second port to recharge my Samsung S4 smartphone. And this hub just turned up at the bargain end of the price spectrum.

So I tossed it in the center console, thinking ""done"". As it turned out running the Bluetooth receiver made my phone fail to work with the car's integrated Bluetooth for incoming calls. So now it's as easy as reaching inside the console to power down the receiver with a button if I expect a call while I'm driving. And of course I can power it back up when I want to listen to Internet radio. Result is less wear and tear on USB connections, and it is also a lot faster to push a button than to unplug cables.",Cool Hub,1375056000,
1048276,0,2,True,"09 7, 2009",A90R1TQD0SHT,B00160GOR6,{'Model:': ' GO 730'},Steve T.,I bought a GO 730 June 2008. About a month ago the navigation would stop and the screen would freeze. I called customer service on three different occasions and each time they had me do something different with the machine. The last one was to completely reformat it but the problem would not go away. At that point I was told that there was nothing Tom Tom could do for me since I was past the one year warranty. The unit has to be replaced so now I have a non working unit that started having major problems 14 months after I bought it. Protect yourself and don't buy this TOM TOM product!,Don't buy any TOM TOM product,1252281600,
2534025,1,,True,"12 28, 2014",A3HPWK0664EM6G,B007477COO,,Fabio Luis C. Amorim,Love That !!! it is working great since I got.,Five Stars,1419724800,
4469761,1,,True,"08 4, 2016",A8ITJ30EIWK78,B00LV5178M,,Humberto Escamilla Gonzalez,Great sound and good quality. They stay in ear when running,So far so good,1470268800,
5277244,1,,True,"08 24, 2016",A1E36GGZ9MDTUX,B00YAIOPZE,{'Capacity:': ' 16GB.'},Russell H.,"Update: is as a star for durability of I could. While it is a bit too snug in the drive, I've wanted it twice, still works.

____________

This is a cool USB flash drive. It is a little snug when plugging in and pulling out, but still great! I use this mostly at work.",This is a cool USB flash drive,1471996800,
4497164,1,,True,"06 27, 2015",A18CV8TCBMJBCV,B00M55BMKK,{'Capacity:': ' 8GB'},Lee Oliver,works great,Five Stars,1435363200,
3785833,1,,True,"07 18, 2014",A1HG47R1CHMGX3,B00FP32HI0,"{'Size:': ' 10 ft / 3m', 'Style:': ' Left Angled Connector'}",TJ,"Perfect for ""cablegami"" purposes on my Fujitsu deskside scanner. OEM cable stuck straight out to the back, and this one changes the run sideways toward the power cord so they now join and get out of the way of my many other desk accessories. StarTech has made awesome quality cables for years, this is no exception.","Great, quality cable for nitpicky cable arrangements such as the Fujitsu document scanner",1405641600,
5911038,1,,True,"02 11, 2017",A322TTEBUWGQ1P,B01D1Z5B22,{'Style:': ' New Item'},Kenneth A. Tripp,Easy to install and sounds great.,Great addition to my smart tv.,1486771200,
